WBID,PLANNING_UNIT,GROUP_NAME,WATERBODY_NAME,WATERBODY_SIZE,UNITS,WATER_TYPE,CLASS,PERIMETER
1930,Manatee River,Tampa Bay Tributaries,MACASPHALT INC LAKE,1.19122,sq. miles,LAKE,1,17779.58955326
1523A,Hillsborough River,Tampa Bay Tributaries,GOLDEN TROUT LAKE,0.00067,sq. miles,LAKE,3F,1007.3408015
1523B,Hillsborough River,Tampa Bay Tributaries,CEDAR LAKE,0.00856,sq. miles,LAKE,3F,729.5292943400000
1523C,Hillsborough River,Tampa Bay Tributaries,CEDAR LAKE (EAST),0.00432,sq. miles,LAKE,3F,623.5530456
1523D,Hillsborough River,Tampa Bay Tributaries,LAKE ECKLES,0.04379,sq. miles,LAKE,3F,2422.40562842
1669A,Alafia River,Tampa Bay Tributaries,LAKE GRADY,0.19324,sq. miles,LAKE,3F,8149.80804061
1463F,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ELLEN,0.00771,sq. miles,LAKE,3F,541.69092737
1463G,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE BARBARA,0.00382,sq. miles,LAKE,3F,357.03623876
1463H,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ALLEN,0.03799,sq. miles,LAKE,3F,1509.4636605
1463I,Coastal Old Tampa Bay Tributary,Tampa Bay,SAPPHIRE LAKE,0.01335,sq. miles,LAKE,3F,1201.9259325
1463J,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE CYPRESS,0.02504,sq. miles,LAKE,3F,1028.58459208
1463K,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE VIRGINIA,0.03011,sq. miles,LAKE,3F,1155.45443589
1463L,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE THOMAS,0.0937,sq. miles,LAKE,3F,3188.70581551
1463M,Coastal Old Tampa Bay Tributary,Tampa Bay,LITTLE LAKE WILSON,0.01361,sq. miles,LAKE,3F,1848.91475045
1463N,Coastal Old Tampa Bay Tributary,Tampa Bay,BROWNS LAKE,0.04283,sq. miles,LAKE,3F,1318.44857005
1463P,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE LINDA,0.03266,sq. miles,LAKE,3F,2182.22674323
1438A,Hillsborough River,Tampa Bay Tributaries,BAYOU LAKE,0.05697,sq. miles,LAKE,3F,1404.89579793
1440C,Hillsborough River,Tampa Bay Tributaries,GOOSENECK LAKE,0.02366,sq. miles,LAKE,3F,1160.25696164
1440D,Hillsborough River,Tampa Bay Tributaries,TWIN LAKE,0.0096,sq. miles,LAKE,3F,1212.21411179
1474Y,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE OSCEOLA,0.09357,sq. miles,LAKE,3F,2390.51371182
1597A,Alafia River,Tampa Bay Tributaries,SCOTT LAKE,0.4556,sq. miles,LAKE,3F,5203.88816416
1610,Alafia River,Tampa Bay Tributaries,CARTER ROAD PARK LAKES,0.34875,sq. miles,LAKE,3F,23541.25906626
1522B,Hillsborough River,Tampa Bay Tributaries,LAKE THONOTOSASSA,1.36251,sq. miles,LAKE,3F,9283.08649562
1478A,Coastal Old Tampa Bay Tributary,Tampa Bay,SADDLEBACK LAKE,0.04903,sq. miles,LAKE,3F,2201.0871116
1478B,Coastal Old Tampa Bay Tributary,Tampa Bay,ROUND LAKE,0.01504,sq. miles,LAKE,3F,785.9525191800000
1478C,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE CRENSHAW,0.04734,sq. miles,LAKE,3F,1369.1692991
1478D,Coastal Old Tampa Bay Tributary,Tampa Bay,SOUTH CRYSTAL LAKE,0.02816,sq. miles,LAKE,3F,1190.97492523
647F,Lake Lafayette,Ochlockonee - St. Marks,LAKE KANTURK,0.11603,sq. miles,LAKE,3F,5085.5986279
647G,Lake Lafayette,Ochlockonee - St. Marks,ALFORD ARM,0.52862,sq. miles,LAKE,3F,16499.85114651
647I,Lake Lafayette,Ochlockonee - St. Marks,SHAKEY POND,0.02271,sq. miles,LAKE,3F,1057.6798859
1329J,Lower Withlacoochee,Withlacoochee,RUSH LAKE,0.05982,sq. miles,LAKE,3F,5188.18502179
1329K,Lower Withlacoochee,Withlacoochee,LAKE OTTING,0.00832,sq. miles,LAKE,3F,673.19635862
1493A,Coastal Old Tampa Bay Tributary,Tampa Bay,CHURCH LAKE,0.09711,sq. miles,LAKE,3F,3372.8646378
1340H,Tsalo Apopka,Withlacoochee,HERNANDO LAKE,0.7893,sq. miles,LAKE,3F,7066.0922273
1340I,Tsalo Apopka,Withlacoochee,HOG POND (LAKE NINA),0.00526,sq. miles,LAKE,3F,1588.24028937
1340J,Tsalo Apopka,Withlacoochee,CONNELL LAKE,0.26383,sq. miles,LAKE,3F,7543.49453023
1340K,Tsalo Apopka,Withlacoochee,CATO LAKE,0.00951,sq. miles,LAKE,3F,3947.03400689
3459A,Upper Suwannee,Suwannee,LAKE LOUISE,0.16306,sq. miles,LAKE,3F,2416.74984586
1340L,Tsalo Apopka,Withlacoochee,COOTER LAKE,0.03544,sq. miles,LAKE,3F,1276.54210869
1340M,Tsalo Apopka,Withlacoochee,LITTLE HENDERSON LAKE,0.53448,sq. miles,LAKE,3F,7857.79703179
1340N,Tsalo Apopka,Withlacoochee,HENDERSON LAKE,0.6597,sq. miles,LAKE,3F,11778.1924265
1340O,Tsalo Apopka,Withlacoochee,TODD LAKE,3.56482,sq. miles,LAKE,3F,47080.83623482
1340P,Tsalo Apopka,Withlacoochee,SPIVEY LAKE,0.34016,sq. miles,LAKE,3F,7997.80281045
1340Q,Tsalo Apopka,Withlacoochee,TUSSOCK LAKE,0.0659,sq. miles,LAKE,3F,11113.86711397
1340R,Tsalo Apopka,Withlacoochee,TSALA APOPKA LAKE (FLORAL CITY ARM),0.98421,sq. miles,LAKE,3F,27704.36814819
1340S,Tsalo Apopka,Withlacoochee,CROFT LAKE,0.96796,sq. miles,LAKE,3F,7217.25450793
1340T,Tsalo Apopka,Withlacoochee,VAN NESS LAKE,0.77717,sq. miles,LAKE,3F,8499.460822050000
1340U,Tsalo Apopka,Withlacoochee,TSALA APOPKA LAKE (NEAR CABBAGE ISLAND),1.34545,sq. miles,LAKE,3F,21326.63922672
1340V,Tsalo Apopka,Withlacoochee,BRADLEY LAKE,0.83223,sq. miles,LAKE,3F,11155.22239307
1432A,Middle Coastal,Springs Coast,LAKE WORRELL,0.0351,sq. miles,LAKE,3F,2077.30892313
1502A,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ESTES,0.02232,sq. miles,LAKE,3F,1283.93310877
1502B,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ELLEN,0.01168,sq. miles,LAKE,3F,1004.5345091
1502C,Coastal Old Tampa Bay Tributary,Tampa Bay,CHAPMAN LAKE,0.06518,sq. miles,LAKE,3F,1973.60287512
1340W,Tsalo Apopka,Withlacoochee,POINT LONESOME LAKE,0.05155,sq. miles,LAKE,3F,3112.28147776
647B,Lake Lafayette,Ochlockonee - St. Marks,LAKE SHEELIN,0.00984,sq. miles,LAKE,3F,633.33426977
647D,Lake Lafayette,Ochlockonee - St. Marks,MOORE POND,0.08296,sq. miles,LAKE,3F,1922.55365423
1508B,Anclote River / Coastal Pinellas County,Springs Coast,LAKE INNISBROOK,0.04005,sq. miles,LAKE,3F,1983.60851916
647E,Lake Lafayette,Ochlockonee - St. Marks,LAKE MCBRIDE,0.28732,sq. miles,LAKE,3F,5538.4708771
647J,Lake Lafayette,Ochlockonee - St. Marks,LAKE KILLARNEY,0.12521,sq. miles,LAKE,3F,4240.48707394
647K,Lake Lafayette,Ochlockonee - St. Marks,LAKE KINSALE,0.01627,sq. miles,LAKE,3F,1446.00844474
3438B,Middle Suwannee,Suwannee,WHITE LAKE,0.07347,sq. miles,LAKE,3F,2201.82799184
3472,Middle Suwannee,Suwannee,TENMILE POND,0.17069,sq. miles,LAKE,3F,17827.82150859
807A,Lake Munson/Fred George Sink,Ochlockonee - St. Marks,EIGHT MILE POND,0.03405,sq. miles,LAKE,3F,2645.97043056
807C,Lake Munson/Fred George Sink,Ochlockonee - St. Marks,LAKE MUNSON,0.39534,sq. miles,LAKE,3F,8557.75026446
807E,Lake Munson/Fred George Sink,Ochlockonee - St. Marks,CAMPBELL POND,0.04673,sq. miles,LAKE,3F,2685.12388621
3605H,Santa Fe River,Suwannee,LAKE ALTO,0.85346,sq. miles,LAKE,3F,6431.42638873
1382C,Middle Coastal,Springs Coast,TOOKE LAKE,0.36131,sq. miles,LAKE,3F,10542.6749354
1382D,Middle Coastal,Springs Coast,DOUBLE CYPRESS POND,0.04101,sq. miles,LAKE,3F,2504.74309323
1478E,Coastal Old Tampa Bay Tributary,Tampa Bay,NORTH CRYSTAL LAKE,0.06176,sq. miles,LAKE,3F,2196.38287823
1478F,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE HOBBS,0.09519,sq. miles,LAKE,3F,2353.97052756
3648A,Santa Fe River,Suwannee,SUNSHINE LAKE,0.32678,sq. miles,LAKE,3F,4896.90927121
3649A,Santa Fe River,Suwannee,WATERS LAKE,0.25766,sq. miles,LAKE,3F,5402.3053404
1478G,Coastal Old Tampa Bay Tributary,Tampa Bay,LITTLE DEER LAKE,0.01683,sq. miles,LAKE,3F,838.19708714
1478H,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE REINHEIMER,0.03124,sq. miles,LAKE,3F,1219.9745665
1478I,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE MERRYWATER,0.0311,sq. miles,LAKE,3F,1219.78345738
1478K,Coastal Old Tampa Bay Tributary,Tampa Bay,COOPER LAKE,0.12132,sq. miles,LAKE,3F,2518.72893104
1478M,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ZAMBITO,0.03466,sq. miles,LAKE,3F,2209.70549326
1478Z,Coastal Old Tampa Bay Tributary,Tampa Bay,DEER LAKE,0.05322,sq. miles,LAKE,3F,1519.98942094
1486A,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE TARPON,3.95139,sq. miles,LAKE,3F,38841.75720504
1513A,Coastal Old Tampa Bay Tributary,Tampa Bay,MARLEE LAKE,0.01615,sq. miles,LAKE,3F,881.78770919
1513B,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ROGERS,0.14651,sq. miles,LAKE,3F,3212.98407224
1513C,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE RALEIGH,0.037,sq. miles,LAKE,3F,1302.20393546
1513D,Coastal Old Tampa Bay Tributary,Tampa Bay,GLASS LAKE,0.02874,sq. miles,LAKE,3F,1383.8302683
3364A,Upper Suwannee,Suwannee,TAILINGS POND,0.0,sq. miles,LAKE,3F,11623.96664518
3598B,Santa Fe River,Suwannee,LAKE ROWELL,0.55444,sq. miles,LAKE,3F,5870.56188512
3598D,Santa Fe River,Suwannee,LAKE SAMPSON,3.10547,sq. miles,LAKE,3F,17216.86433456
672A,Lake Lafayette,Ochlockonee - St. Marks,GILBERT POND,0.05971,sq. miles,LAKE,3F,2436.24515288
3605G,Santa Fe River,Suwannee,SANTA FE LAKE,8.1074,sq. miles,LAKE,3F,31728.34862077
3496A,Middle Suwannee,Suwannee,LOW LAKE,0.1046,sq. miles,LAKE,3F,2643.53410295
1403A,Upper Withlacoochee,Withlacoochee,SUMNER LAKE,0.07849,sq. miles,LAKE,3F,2752.70403881
1466A1,Upper Withlacoochee,Withlacoochee,LITTLE LAKE AGNES,0.17056,sq. miles,LAKE,3F,3026.71745425
1467,Upper Withlacoochee,Withlacoochee,MUD LAKE,0.22765,sq. miles,LAKE,3F,6621.30793574
1467A,Upper Withlacoochee,Withlacoochee,CLEARWATER LAKE,0.12432,sq. miles,LAKE,3F,3927.7972692
1329B,Lower Withlacoochee,Withlacoochee,LAKE ROUSSEAU,4.11881,sq. miles,LAKE,3F,37218.60926057
1725C,Coastal Middle Tampa Bay Tributary,Tampa Bay,MIRA BAY LAGOON,,sq. miles,LAKE,3F,9576.52631661
1329F1,Upper Withlacoochee,Withlacoochee,NICKS LAKE,0.14984,sq. miles,LAKE,3F,6719.2321291
1329H,Upper Withlacoochee,Withlacoochee,LAKE LINDSEY,0.18026,sq. miles,LAKE,3F,3705.42956083
1324A,Lake Panasoffkee,Withlacoochee,LAKE LILLIAN,0.00353,sq. miles,LAKE,3F,358.39200695
1494B,Coastal Old Tampa Bay Tributary,Tampa Bay,BRANT LAKE,0.0864,sq. miles,LAKE,3F,2019.21506375
1494C,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE CHARLES,0.02232,sq. miles,LAKE,3F,1279.35055652
1496A,Coastal Old Tampa Bay Tributary,Tampa Bay,SUNSET LAKE,0.05114,sq. miles,LAKE,3F,1575.71239872
1496Z,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE JACKSON,0.01229,sq. miles,LAKE,3F,697.0191714
1349A,Lake Panasoffkee,Withlacoochee,LAKE DEATON,0.83019,sq. miles,LAKE,3F,6905.05927822
1603C,Coastal Old Tampa Bay Tributary,Tampa Bay,BECKETT LAKE,0.024,sq. miles,LAKE,3F,1074.97924648
1603D,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE CHAUTAUQUA,0.08516,sq. miles,LAKE,3F,2438.08687813
1603E,Coastal Old Tampa Bay Tributary,Tampa Bay,HARBOR LAKE,0.06189,sq. miles,LAKE,3F,1675.5600699
1604A,Coastal Old Tampa Bay Tributary,Tampa Bay,CREST LAKE (EXCELSIOR LAKE),0.01732,sq. miles,LAKE,3F,864.58802902
1340G,Tsalo Apopka,Withlacoochee,BELLAMY LAKE,0.0788,sq. miles,LAKE,3F,3326.35202812
1516E,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ELLEN,0.08075,sq. miles,LAKE,3F,1910.0518183
1516F,Coastal Old Tampa Bay Tributary,Tampa Bay,WHITE TROUT LAKE,0.11712,sq. miles,LAKE,3F,3244.50422313
1498A,Coastal Old Tampa Bay Tributary,Tampa Bay,STARVATION LAKE,0.03521,sq. miles,LAKE,3F,1663.12881595
1498B,Coastal Old Tampa Bay Tributary,Tampa Bay,VAN DYKE LAKE,0.02143,sq. miles,LAKE,3F,1196.82505251
1498C,Coastal Old Tampa Bay Tributary,Tampa Bay,SUNSHINE LAKE,0.02483,sq. miles,LAKE,3F,1002.75439523
1516G,Coastal Old Tampa Bay Tributary,Tampa Bay,BIRD LAKE,0.03144,sq. miles,LAKE,3F,1268.18916005
1516H,Coastal Old Tampa Bay Tributary,Tampa Bay,BOOT LAKE,0.04886,sq. miles,LAKE,3F,2074.27322135
1516Z,Coastal Old Tampa Bay Tributary,Tampa Bay,WILSON LAKE,0.01832,sq. miles,LAKE,3F,916.79620749
1517A,Coastal Old Tampa Bay Tributary,Tampa Bay,HALFMOON LAKE (HILLSBOROUGH COUNTY),0.04883,sq. miles,LAKE,3F,2095.35302102
1517B,Coastal Old Tampa Bay Tributary,Tampa Bay,LITTLE HALFMOON LAKE,0.01379,sq. miles,LAKE,3F,1088.08308259
1661I,Coastal Middle Tampa Bay Tributary,Tampa Bay,SAWGRASS LAKE,0.03049,sq. miles,LAKE,3F,1246.44631798
1498D,Coastal Old Tampa Bay Tributary,Tampa Bay,GANT LAKE,0.01844,sq. miles,LAKE,3F,1660.31939334
1498Z,Coastal Old Tampa Bay Tributary,Tampa Bay,DOSSON LAKE,0.01686,sq. miles,LAKE,3F,1047.70881691
1519C,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE ARMISTEAD,0.05308,sq. miles,LAKE,3F,1575.8892153
1519D,Coastal Old Tampa Bay Tributary,Tampa Bay,PRETTY LAKE,0.12713,sq. miles,LAKE,3F,3290.06427286
1529A,Coastal Old Tampa Bay Tributary,Tampa Bay,SAINT GEORGE LAKE,0.10096,sq. miles,LAKE,3F,2090.16738834
1570Y,Coastal Old Tampa Bay Tributary,Tampa Bay,EGYPT LAKE,0.09395,sq. miles,LAKE,3F,2461.70519631
1530A,Coastal Old Tampa Bay Tributary,Tampa Bay,MOCCASIN CREEK,0.03047,sq. miles,LAKE,3F,14492.87721507
1329W,Upper Withlacoochee,Withlacoochee,BYSTRE LAKE,0.33931,sq. miles,LAKE,3F,4737.65612772
1329X,Upper Withlacoochee,Withlacoochee,SPRING LAKE,0.08573,sq. miles,LAKE,3F,1802.25126598
1334A,Lower Withlacoochee,Withlacoochee,LITTLE BREAM LAKE,0.0102,sq. miles,LAKE,3F,580.25441653
1361A,Chassahowitzka,Springs Coast,SKINNER LAKE,0.16479,sq. miles,LAKE,3F,2544.74578301
1422,Middle Coastal,Springs Coast,FRIERSON LAKES,0.09826,sq. miles,LAKE,3F,16826.9971887
1423A,Middle Coastal,Springs Coast,PIERCE LAKE,0.05984,sq. miles,LAKE,3F,2725.71144401
1423B,Middle Coastal,Springs Coast,GREEN LAKE,0.03974,sq. miles,LAKE,3F,1676.06978803
1340A,Tsalo Apopka,Withlacoochee,DAVIS LAKE,0.18943,sq. miles,LAKE,3F,8249.60926199
1350A,Lake Panasoffkee,Withlacoochee,LAKE MYRTLE,0.10344,sq. miles,LAKE,3F,2122.96063537
1351B,Lake Panasoffkee,Withlacoochee,LAKE PANASOFFKEE,5.42529,sq. miles,LAKE,3F,53162.03777236
1352A,Lake Panasoffkee,Withlacoochee,ROBINSON LAKE,0.09384,sq. miles,LAKE,3F,3800.37447961
1340B,Tsalo Apopka,Withlacoochee,FORT COOPER LAKE,0.2163,sq. miles,LAKE,3F,4506.44629118
3479A,Fenholloway,Suwannee,ANDREWS LAKE,0.07016,sq. miles,LAKE,3F,1685.95701861
3479B,Fenholloway,Suwannee,MUD LAKE,0.01017,sq. miles,LAKE,3F,589.36937279
1401A,Middle Coastal,Springs Coast,LOYCE LAKE,0.06587,sq. miles,LAKE,3F,3300.39794659
1340C,Tsalo Apopka,Withlacoochee,MAGNOLIA LAKE,0.09304,sq. miles,LAKE,3F,3138.15203195
1340D,Tsalo Apopka,Withlacoochee,HAMPTON LAKE,0.18088,sq. miles,LAKE,3F,7308.714880420000
1605B,Coastal Hillsborough Bay Tributary,Tampa Bay,GORNTO LAKE,0.02279,sq. miles,LAKE,3F,1001.71634735
1519B,Coastal Old Tampa Bay Tributary,Tampa Bay,LAKE JOSEPHINE,0.07851,sq. miles,LAKE,3F,1940.08885749
1381A,Upper Withlacoochee,Withlacoochee,ERIE LAKE,0.21797,sq. miles,LAKE,3F,2949.63491178
1409A,Middle Coastal,Springs Coast,MOON LAKE,0.15648,sq. miles,LAKE,3F,2526.51118104
1415,Middle Coastal,Springs Coast,CABBAGE SLOUGH POND,0.06981,sq. miles,LAKE,3F,7312.341057080000
1340E,Tsalo Apopka,Withlacoochee,LITTLE LAKE (CONSUELLA),0.09337,sq. miles,LAKE,3F,3393.02658738
1340F,Tsalo Apopka,Withlacoochee,DODD LAKE,0.41301,sq. miles,LAKE,3F,7283.21083086
1605C,Coastal Hillsborough Bay Tributary,Tampa Bay,MEAD LAKE,0.02691,sq. miles,LAKE,3F,961.91277143
1605E,Coastal Hillsborough Bay Tributary,Tampa Bay,CHAPMAN LAKE,0.02594,sq. miles,LAKE,3F,1543.93303608
1381X,Upper Withlacoochee,Withlacoochee,LAKE MILL STREAM SWAMP,1.02471,sq. miles,LAKE,3F,29687.86290878
1385A,Upper Withlacoochee,Withlacoochee,ROCK POND,0.05342,sq. miles,LAKE,3F,2538.15280202
1475A,Anclote River / Coastal Pinellas County,Springs Coast,LAKE DAN,0.04989,sq. miles,LAKE,3F,1662.45758281
1359A,Lake Panasoffkee,Withlacoochee,LAKE CATHERINE,0.11868,sq. miles,LAKE,3F,2958.00581359
1359B,Lake Panasoffkee,Withlacoochee,LAKE DAVID,0.06876,sq. miles,LAKE,3F,1873.37616229
1420A,Middle Coastal,Springs Coast,WEST MOON LAKE,0.08106,sq. miles,LAKE,3F,1998.92117881
1420B,Middle Coastal,Springs Coast,HUNTERS LAKE,0.01283,sq. miles,LAKE,3F,915.34024994
1388A,Upper Withlacoochee,Withlacoochee,LONG LAKE,0.12886,sq. miles,LAKE,3F,6220.39448362
1481,Anclote River / Coastal Pinellas County,Springs Coast,SALT LAKE,0.11412,sq. miles,LAKE,3F,2433.80623815
1605A,Coastal Hillsborough Bay Tributary,Tampa Bay,LAKE TENMILE,0.03207,sq. miles,LAKE,3F,1297.72503892
1468A,Upper Withlacoochee,Withlacoochee,LAKE HELENE,0.08084,sq. miles,LAKE,3F,2708.90330644
1476,Upper Withlacoochee,Withlacoochee,LAKE MATTIE,1.705,sq. miles,LAKE,3F,12264.52699441
1484A,Upper Withlacoochee,Withlacoochee,LAKE TENNESSEE,0.1691,sq. miles,LAKE,3F,2559.95935996
1484B,Upper Withlacoochee,Withlacoochee,LAKE JULIANA,1.44263,sq. miles,LAKE,3F,9660.904615640000
1390A,Upper Withlacoochee,Withlacoochee,LAKE GENEVA,0.12775,sq. miles,LAKE,3F,3816.97758792
1700A,Coastal Middle Tampa Bay Tributary,Tampa Bay,CRESCENT LAKE,0.03177,sq. miles,LAKE,3F,1308.07550949
1503,Upper Withlacoochee,Withlacoochee,LAKE VAN,0.93034,sq. miles,LAKE,3F,6841.53120572
1633A,Anclote River / Coastal Pinellas County,Springs Coast,TAYLOR LAKE,0.08231,sq. miles,LAKE,3F,2982.6168258
1396A,Upper Withlacoochee,Withlacoochee,BLANTON LAKE,0.16349,sq. miles,LAKE,3F,4512.74284106
1403,Upper Withlacoochee,Withlacoochee,CLEAR LAKE,0.24353,sq. miles,LAKE,3F,3262.51696412
1493Y,Coastal Old Tampa Bay Tributary,Tampa Bay,LITTLE MOON LAKE,0.01808,sq. miles,LAKE,3F,806.5405148
1650,Anclote River / Coastal Pinellas County,Springs Coast,WALSINGHAM RESERVOIR,0.13401,sq. miles,LAKE,3F,4951.84169254
3652A,Lower Suwannee,Suwannee,SEVENMILE LAKE,0.04007,sq. miles,LAKE,3F,3444.01278973
1165A,Coastal Watershed and Apalachee Bay,Ochlockonee - St. Marks,OTTER LAKE,0.21606,sq. miles,LAKE,3F,4299.6310763
3662A,Lower Suwannee,Suwannee,COW POND,0.10502,sq. miles,LAKE,3F,4747.53306615
3668A,Lower Suwannee,Suwannee,GOVERNOR HILL LAKE,0.24129,sq. miles,LAKE,3F,6828.36487759
272,Chattahoochee River/Lake Seminole,Apalachicola - Chipola,THOMPSON POND,0.02812,sq. miles,LAKE,3F,2308.90224742
60,Chattahoochee River/Lake Seminole,Apalachicola - Chipola,LAKE SEMINOLE,14.239060000000000,sq. miles,LAKE,3F,69694.04115613
1297X,North Ochlockonee River,Ochlockonee - St. Marks,LAKE TALQUIN (WEST),4.74582,sq. miles,LAKE,3F,35159.74166901
1297Y,North Ochlockonee River,Ochlockonee - St. Marks,LAKE TALQUIN (CENTER),5.4975,sq. miles,LAKE,3F,38076.82544052
1003,Lost Creek/Fisher Creek,Ochlockonee - St. Marks,DOG POND (CLEAR LAKE),0.04188,sq. miles,LAKE,3F,2060.69105423
1006A,Wakulla River,Ochlockonee - St. Marks,SAND POND (TROUT POND),0.01685,sq. miles,LAKE,3F,1837.76417102
1006B,Wakulla River,Ochlockonee - St. Marks,LOFTON PONDS,0.0424,sq. miles,LAKE,3F,2370.75631026
1006C,Wakulla River,Ochlockonee - St. Marks,LITTLE LOFTON POND,0.0095,sq. miles,LAKE,3F,628.5702054
1297Z,North Ochlockonee River,Ochlockonee - St. Marks,LAKE TALQUIN (EAST),2.39959,sq. miles,LAKE,3F,28183.72465076
3530B,Santa Fe River,Suwannee,SWIFT CREEK POND,0.91258,sq. miles,LAKE,3F,6013.32717263
942A,St. Marks River,Ochlockonee - St. Marks,CROW POND,0.04576,sq. miles,LAKE,3F,1602.62383432
971A,St. Marks River,Ochlockonee - St. Marks,LAKE ERIE,0.04759,sq. miles,LAKE,3F,1559.90589176
971B,St. Marks River,Ochlockonee - St. Marks,LAKE WEEKS,0.01621,sq. miles,LAKE,3F,1068.67849004
971C,St. Marks River,Ochlockonee - St. Marks,EAGLE LAKE,0.03285,sq. miles,LAKE,3F,1996.49808644
3593A,Santa Fe River,Suwannee,LAKE CROSBY,0.83532,sq. miles,LAKE,3F,7207.125867430000
3438A,Middle Suwannee,Suwannee,PEACOCK LAKE,0.2097,sq. miles,LAKE,3F,4571.26495343
564A,Lake Iamonia,Ochlockonee - St. Marks,LAKE ARROWHEAD,0.01133,sq. miles,LAKE,3F,974.0837566
564B,Lake Iamonia,Ochlockonee - St. Marks,PINE HILL LAKE (BOCKUS LAKE),0.05458,sq. miles,LAKE,3F,2322.12581489
564C,Lake Iamonia,Ochlockonee - St. Marks,PETTY GULF LAKE,0.03893,sq. miles,LAKE,3F,2214.28742528
636A,Lake Lafayette,Ochlockonee - St. Marks,ROBERTS POND,0.08443,sq. miles,LAKE,3F,3371.92898891
647A,Lake Lafayette,Ochlockonee - St. Marks,LAKE TOM JOHN,0.06954,sq. miles,LAKE,3F,2035.51153137
546B,Lake Iamonia,Ochlockonee - St. Marks,UPPER DIANNE LAKE,0.07414,sq. miles,LAKE,3F,2556.26169815
546C,Lake Iamonia,Ochlockonee - St. Marks,LAKE MONKEY BUSINESS,0.06102,sq. miles,LAKE,3F,2879.54589724
3499A,Upper Suwannee,Suwannee,LAKE JEFFERY,0.24445,sq. miles,LAKE,3F,5223.51637002
3635A,Santa Fe River,Suwannee,HAMPTON LAKE,1.29673,sq. miles,LAKE,3F,8265.54134787
376B,Apalachicola River,Apalachicola - Chipola,MOSQUITO CREEK IMPOUNDMENT,0.04627,sq. miles,LAKE,1,2459.56717433
3422C,Middle Suwannee,Suwannee,TOWNSEND POND,0.22532,sq. miles,LAKE,3F,4160.18853888
3348A,Aucilla River,Suwannee,JUNE POND,0.02521,sq. miles,LAKE,3F,1241.85998125
3349A,Aucilla River,Suwannee,MILE POND,0.06735,sq. miles,LAKE,3F,2715.74440776
1731A,Coastal Middle Tampa Bay Tributary,Tampa Bay,LAKE MAGGIORE,0.56673,sq. miles,LAKE,3F,6006.55919051
756B,Lake Lafayette,Ochlockonee - St. Marks,LAKE PINEY Z,0.33158,sq. miles,LAKE,3F,4052.47590088
3434A,Upper Suwannee,Suwannee,HARE LAKE,0.03017,sq. miles,LAKE,3F,1267.40246535
1567A,Anclote River / Coastal Pinellas County,Springs Coast,BELLEVUE LAKE,0.03613,sq. miles,LAKE,3F,1881.33496461
918A,St. Marks River,Ochlockonee - St. Marks,LAKE WOOTEN,0.01616,sq. miles,LAKE,3F,860.59319367
1618,Anclote River / Coastal Pinellas County,Springs Coast,LAKE SEMINOLE,1.06536,sq. miles,LAKE,3F,17262.60629868
878F,Lake Munson/Fred George Sink,Ochlockonee - St. Marks,SILVER LAKE,0.02161,sq. miles,LAKE,3F,924.57813008
3488A,Upper Suwannee,Suwannee,WATERTOWN LAKE,0.07217,sq. miles,LAKE,3F,1693.2968303
3655A,Santa Fe River,Suwannee,TROUT POND,0.05098,sq. miles,LAKE,3F,1995.03186066
3319A,Withlacoochee River,Suwannee,LAKE ALCYONE,0.09021,sq. miles,LAKE,3F,2729.56774613
3321A,Withlacoochee River,Suwannee,LAKE OCTAHATCHEE,0.36099,sq. miles,LAKE,3F,11038.0619518
3566,Santa Fe River,Suwannee,LAKE BUTLER,0.68115,sq. miles,LAKE,3F,6473.08189449
1176A,Coastal Watershed and Apalachee Bay,Ochlockonee - St. Marks,LAKE ELLEN,0.21615,sq. miles,LAKE,3F,3617.89159137
791N,Lake Miccosukee,Ochlockonee - St. Marks,LAKE MICCOSUKEE,7.82348,sq. miles,LAKE,3F,25224.92968483
3516A,Santa Fe River,Suwannee,ALLIGATOR LAKE,0.93713,sq. miles,LAKE,3F,11713.91197161
756C,Lake Lafayette,Ochlockonee - St. Marks,LAKE LAFAYETTE (LOWER SEGMENT),0.23655,sq. miles,LAKE,3F,14739.26812618
